"TABLE_NAME"	"INDEX_NAME"	"INDEX_TYPE"	"UNIQUENESS"	"STATUS"	"VISIBILITY"	"PARTITIONED"	"COLUMN_POSITION"	"COLUMN_NAME"	"DESCEND"	"COLUMN_EXPRESSION"	"BLEVEL"	"LEAF_BLOCKS"	"DISTINCT_KEYS"	"AVG_LEAF_BLOCKS_PER_KEY"	"AVG_DATA_BLOCKS_PER_KEY"	"CLUSTERING_FACTOR"	"NUM_ROWS"	"SAMPLE_SIZE"	"LAST_ANALYZED"
"SUM_SPL_RLD"	"SUM_SPL_RLD_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	5	"MARKETING_CAT_DESCRIPTION"	"ASC"	""	1	83	3542	1	1	3301	3542	3542	02-AUG-26
"SUM_SPL_RLD_RS"	"IX_SUM_SPL_RLD_RS_APPLNO"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"APPL_NO"	"ASC"	""	1	33	3162	1	3	11201	12750	12750	05-AUG-26
"SUM_SPL_RLD_RS"	"IX_SUM_SPL_RLD_RS_RLD"	"BITMAP"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"REFERENCE_DRUG"	"ASC"	""	0	1	2	1	1	2	2	2	05-AUG-26
"SUM_SPL_RLD_RS"	"IX_SUM_SPL_RLD_RS_RS"	"BITMAP"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"REFERENCE_STANDARD"	"ASC"	""	0	1	2	1	1	2	2	2	05-AUG-26
"SUM_SPL_RLD_RS"	"IX_SUM_SPL_RLD_RS_SPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	1	29	9841	1	1	11863	12750	12750	05-AUG-26
"SUM_SPL_RLD_RS"	"SUM_SPL_RLD_RS_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	1	71	12750	1	1	11937	12750	12750	05-AUG-26
"SUM_SPL_RLD_RS"	"SUM_SPL_RLD_RS_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"APPL_NO"	"ASC"	""	1	71	12750	1	1	11937	12750	12750	05-AUG-26
"SUM_SPL_RLD_RS"	"SUM_SPL_RLD_RS_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"REFERENCE_DRUG"	"ASC"	""	1	71	12750	1	1	11937	12750	12750	05-AUG-26
"SUM_SPL_RLD_RS"	"SUM_SPL_RLD_RS_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	4	"MARKETING_CAT_NCIT_CODE"	"ASC"	""	1	71	12750	1	1	11937	12750	12750	05-AUG-26
"SUM_SPL_RLD_RS"	"SUM_SPL_RLD_RS_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	5	"MARKETING_CAT_DESCRIPTION"	"ASC"	""	1	71	12750	1	1	11937	12750	12750	05-AUG-26
"SUM_SPL_RLD_RS"	"SUM_SPL_RLD_RS_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	6	"REFERENCE_STANDARD"	"ASC"	""	1	71	12750	1	1	11937	12750	12750	05-AUG-26
"SUM_SPL_ROUTE"	"IX_SUMSPLROUTE_RCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"NCIT_ROUTE_OF_ADMIN_CODE"	"ASC"	""	2	2185	165063	1	1	147042	165063	165063	02-AUG-26
"SUM_SPL_ROUTE"	"IX_SUMSPLROUTE_RCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	2185	165063	1	1	147042	165063	165063	02-AUG-26
"SUM_SPL_ROUTE"	"PK_SUMSPLROUTE"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	1076	165063	1	1	145189	165063	165063	02-AUG-26
"SUM_SPL_ROUTE"	"PK_SUMSPLROUTE"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"NCIT_ROUTE_OF_ADMIN_CODE"	"ASC"	""	2	1076	165063	1	1	145189	165063	165063	02-AUG-26
"SYS140498_IX_SPLPRO_PATH_TABLE"	"SYS140498_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	3	155520	21444720	1	1	4048480	21444720	1072236	18-JUL-26
"SYS140498_IX_SPLPRO_PATH_TABLE"	"SYS140498_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	3	155520	21444720	1	1	4048480	21444720	1072236	18-JUL-26
"SYS140498_IX_SPLPRO_PATH_TABLE"	"SYS140498_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	3	155520	21444720	1	1	4048480	21444720	1072236	18-JUL-26
"SYS140498_IX_SPLPRO_PATH_TABLE"	"SYS140498_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	3	122780	26678	4	210	5611780	16464860	823243	18-JUL-26
"SYS140502_IX_SPLPRO_PATH_TABLE"	"SYS140502_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	2	22900	3169720	1	1	385160	3169720	158486	18-JUL-26
"SYS140502_IX_SPLPRO_PATH_TABLE"	"SYS140502_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	2	22900	3169720	1	1	385160	3169720	158486	18-JUL-26
"SYS140502_IX_SPLPRO_PATH_TABLE"	"SYS140502_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	2	22900	3169720	1	1	385160	3169720	158486	18-JUL-26
"SYS140502_IX_SPLPRO_PATH_TABLE"	"SYS140502_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	2	8859	2703	3	160	432521	1642101	184992	18-JUL-26
"SYS140506_IX_SPLPRO_PATH_TABLE"	"SYS140506_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	2	37080	4664980	1	1	1081860	4664980	233249	18-JUL-26
"SYS140506_IX_SPLPRO_PATH_TABLE"	"SYS140506_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	2	37080	4664980	1	1	1081860	4664980	233249	18-JUL-26
"SYS140506_IX_SPLPRO_PATH_TABLE"	"SYS140506_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	2	37080	4664980	1	1	1081860	4664980	233249	18-JUL-26
"SYS140506_IX_SPLPRO_PATH_TABLE"	"SYS140506_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	2	22440	6137	3	167	1028640	3336280	166814	18-JUL-26
"SYS140510_IX_SPLPRO_PATH_TABLE"	"SYS140510_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	2	13869	1882740	1	1	228972	1882740	151361	18-JUL-26
"SYS140510_IX_SPLPRO_PATH_TABLE"	"SYS140510_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	2	13869	1882740	1	1	228972	1882740	151361	18-JUL-26
"SYS140510_IX_SPLPRO_PATH_TABLE"	"SYS140510_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	2	13869	1882740	1	1	228972	1882740	151361	18-JUL-26
"SYS140510_IX_SPLPRO_PATH_TABLE"	"SYS140510_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	2	5991	111	53	1400	155450	1015826	187188	18-JUL-26
"SYS140514_IX_SPLPRO_PATH_TABLE"	"SYS140514_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	2	2551	377771	1	1	128550	377771	155320	18-JUL-26
"SYS140514_IX_SPLPRO_PATH_TABLE"	"SYS140514_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	2	2551	377771	1	1	128550	377771	155320	18-JUL-26
"SYS140514_IX_SPLPRO_PATH_TABLE"	"SYS140514_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	2	2551	377771	1	1	128550	377771	155320	18-JUL-26
"SYS140514_IX_SPLPRO_PATH_TABLE"	"SYS140514_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	2	998	107	9	31	3340	194414	194414	18-JUL-26
"SYS140518_IX_SPLPRO_PATH_TABLE"	"SYS140518_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	2	2590	382260	1	1	129560	382260	164588	18-JUL-26
"SYS140518_IX_SPLPRO_PATH_TABLE"	"SYS140518_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	2	2590	382260	1	1	129560	382260	164588	18-JUL-26
"SYS140518_IX_SPLPRO_PATH_TABLE"	"SYS140518_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	2	2590	382260	1	1	129560	382260	164588	18-JUL-26
"SYS140518_IX_SPLPRO_PATH_TABLE"	"SYS140518_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	2	985	1	985	2552	2552	193109	193109	18-JUL-26
"SYS140522_IX_SPLPRO_PATH_TABLE"	"SYS140522_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	2	16150	2294318	1	1	281928	2294318	151724	18-JUL-26
"SYS140522_IX_SPLPRO_PATH_TABLE"	"SYS140522_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	2	16150	2294318	1	1	281928	2294318	151724	18-JUL-26
"SYS140522_IX_SPLPRO_PATH_TABLE"	"SYS140522_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	2	16150	2294318	1	1	281928	2294318	151724	18-JUL-26
"SYS140522_IX_SPLPRO_PATH_TABLE"	"SYS140522_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	2	5834	3998	1	62	249237	1179516	226432	18-JUL-26
"SYS140526_IX_SPLPRO_PATH_TABLE"	"SYS140526_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	3	110940	13996220	1	1	5029260	13996220	699811	18-JUL-26
"SYS140526_IX_SPLPRO_PATH_TABLE"	"SYS140526_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	3	110940	13996220	1	1	5029260	13996220	699811	18-JUL-26
"SYS140526_IX_SPLPRO_PATH_TABLE"	"SYS140526_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	3	110940	13996220	1	1	5029260	13996220	699811	18-JUL-26
"SYS140526_IX_SPLPRO_PATH_TABLE"	"SYS140526_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	3	49040	27011	1	102	2766160	7824460	391223	18-JUL-26
"SYS140530_IX_SPLPRO_PATH_TABLE"	"SYS140530_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	2	2650	392112	1	1	133464	392112	168830	18-JUL-26
"SYS140530_IX_SPLPRO_PATH_TABLE"	"SYS140530_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	2	2650	392112	1	1	133464	392112	168830	18-JUL-26
"SYS140530_IX_SPLPRO_PATH_TABLE"	"SYS140530_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	2	2650	392112	1	1	133464	392112	168830	18-JUL-26
"SYS140530_IX_SPLPRO_PATH_TABLE"	"SYS140530_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	2	987	1	987	2550	2550	193109	193109	18-JUL-26
"SYS140548_IX_SPL_SP_PATH_TABLE"	"SYS140548_IX_SPL_SP_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	3	1402300	225342840	1	1	78810340	225342840	11267142	04-JUL-26
"SYS140548_IX_SPL_SP_PATH_TABLE"	"SYS140548_IX_SPL_SP_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	3	1402300	225342840	1	1	78810340	225342840	11267142	04-JUL-26
"SYS140548_IX_SPL_SP_PATH_TABLE"	"SYS140548_IX_SPL_SP_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	3	1402300	225342840	1	1	78810340	225342840	11267142	04-JUL-26
"SYS140548_IX_SPL_SP_PATH_TABLE"	"SYS140548_IX_SPL_SP_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	6	2116860	1661277	1	59	98905440	178753180	8937659	04-JUL-26
"SYS140627_IX_PRODIN_PATH_TABLE"	"SYS140627_IX_PRODIN_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	2	43940	6057680	1	1	458860	6057680	302884	13-JUN-26
"SYS140627_IX_PRODIN_PATH_TABLE"	"SYS140627_IX_PRODIN_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	2	43940	6057680	1	1	458860	6057680	302884	13-JUN-26
"SYS140627_IX_PRODIN_PATH_TABLE"	"SYS140627_IX_PRODIN_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	2	43940	6057680	1	1	458860	6057680	302884	13-JUN-26
"SYS140627_IX_PRODIN_PATH_TABLE"	"SYS140627_IX_PRODIN_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	2	29040	5532	5	154	857260	4342140	217107	13-JUN-26
"SYS140631_IX_PRODIN_PATH_TABLE"	"SYS140631_IX_PRODIN_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	2	28400	3969040	1	1	303500	3969040	198452	13-JUN-26
"SYS140631_IX_PRODIN_PATH_TABLE"	"SYS140631_IX_PRODIN_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	2	28400	3969040	1	1	303500	3969040	198452	13-JUN-26
"SYS140631_IX_PRODIN_PATH_TABLE"	"SYS140631_IX_PRODIN_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	2	28400	3969040	1	1	303500	3969040	198452	13-JUN-26
"SYS140631_IX_PRODIN_PATH_TABLE"	"SYS140631_IX_PRODIN_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	2	13844	1	13844	39829	39829	2115319	170059	13-JUN-26
"SYS151600_IX_SPL_SP_PATH_TABLE"	"SYS151600_IX_SPL_SP_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS151600_IX_SPL_SP_PATH_TABLE"	"SYS151600_IX_SPL_SP_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS151600_IX_SPL_SP_PATH_TABLE"	"SYS151600_IX_SPL_SP_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS151600_IX_SPL_SP_PATH_TABLE"	"SYS151600_IX_SPL_SP_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192465_IX_SPLPRO_PATH_TABLE"	"SYS192465_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192465_IX_SPLPRO_PATH_TABLE"	"SYS192465_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192465_IX_SPLPRO_PATH_TABLE"	"SYS192465_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192465_IX_SPLPRO_PATH_TABLE"	"SYS192465_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192469_IX_SPLPRO_PATH_TABLE"	"SYS192469_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192469_IX_SPLPRO_PATH_TABLE"	"SYS192469_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192469_IX_SPLPRO_PATH_TABLE"	"SYS192469_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192469_IX_SPLPRO_PATH_TABLE"	"SYS192469_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192473_IX_SPLPRO_PATH_TABLE"	"SYS192473_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192473_IX_SPLPRO_PATH_TABLE"	"SYS192473_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192473_IX_SPLPRO_PATH_TABLE"	"SYS192473_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192473_IX_SPLPRO_PATH_TABLE"	"SYS192473_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192477_IX_SPLPRO_PATH_TABLE"	"SYS192477_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192477_IX_SPLPRO_PATH_TABLE"	"SYS192477_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192477_IX_SPLPRO_PATH_TABLE"	"SYS192477_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192477_IX_SPLPRO_PATH_TABLE"	"SYS192477_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192481_IX_SPLPRO_PATH_TABLE"	"SYS192481_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192481_IX_SPLPRO_PATH_TABLE"	"SYS192481_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192481_IX_SPLPRO_PATH_TABLE"	"SYS192481_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192481_IX_SPLPRO_PATH_TABLE"	"SYS192481_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192485_IX_SPLPRO_PATH_TABLE"	"SYS192485_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192485_IX_SPLPRO_PATH_TABLE"	"SYS192485_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192485_IX_SPLPRO_PATH_TABLE"	"SYS192485_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192485_IX_SPLPRO_PATH_TABLE"	"SYS192485_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192489_IX_SPLPRO_PATH_TABLE"	"SYS192489_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192489_IX_SPLPRO_PATH_TABLE"	"SYS192489_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PATHID"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192489_IX_SPLPRO_PATH_TABLE"	"SYS192489_IX_SPLPRO_PIKEY_IX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"ORDER_KEY"	"ASC"	""	0	0	0	0	0	0	0	0	13-OCT-22
"SYS192489_IX_SPLPRO_PATH_TABLE"	"SYS192489_IX_SPLPRO_VALUE_IX"	"FUNCTION-BASED NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SUBSTRB(""VALUE"",1,1599)"	0	0	0	0	0	0	0	0	13-OCT-22
